09:46:08.694 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:08.759 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:08.814 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:08.876 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:08.937 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:08.999 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:09.061 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:09.116 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:09.179 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:09.232 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:09.293 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:09.360 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:09.416 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:09.478 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:47:36.702 [Thread-1 (_run) ] INFO     serial_controller.serial_handler Scanning for STM32 on COM ports...
09:47:36.702 [Thread-2 (_run) ] INFO     mavlink.mavlink_worker         [command-sender] connecting to udpin:0.0.0.0:14551...
09:47:36.703 [MainThread      ] INFO     __main__                     Controller started.
09:47:36.705 [Thread-2 (_run) ] INFO     mavlink.mavlink_worker         [command-sender] connected on udpin:0.0.0.0:14551.
09:47:36.705 [Thread-2 (_run) ] INFO     mavlink.mavlink_worker       UAVCommandSender waiting for heartbeat...
09:47:36.722 [Thread-2 (_run) ] INFO     mavlink.mavlink_worker       UAVCommandSender heartbeat received — system 1 component 1
09:47:36.725 [Thread-2 (_run) ] INFO     mavlink.uav_commads.command_sender UAVCommandSender connected.
09:47:36.726 [Thread-1 (_run) ] INFO     serial_controller.serial_handler Found STM32 (DFRobot CH340, matched by description) on COM17 — 'USB-Enhanced-SERIAL-D CH344 (COM17)'
09:47:36.726 [Thread-2 (_run) ] INFO     mavlink.mavlink_worker       UAVCommandSender loop started.
09:47:36.728 [Thread-1 (_run) ] INFO     serial_controller.serial_handler STM32 connected on COM17.
09:47:36.728 [SerialReader    ] INFO     serial_controller.serial_handler SerialReader: started.
09:47:36.729 [SerialProcessor ] INFO     serial_controller.serial_handler SerialProcessor: started.
09:47:43.671 [UAVCommandSender] INFO     mavlink.uav_commads.analog_input_handler Joystick2 gimbal delta: pitch=+0.00deg, yaw=+10.28deg
